,Unnamed: 0,speed,power
191,191,9.885,27.136
192,192,9.935,13.784
193,193,9.96,13.657
194,194,9.985,19.354
195,195,10.035,16.139
196,196,10.085,20.709
197,197,10.11,26.427
198,198,10.135,12.624
199,199,10.16,16.474
200,200,10.185,22.305
201,201,10.21,20.704
202,202,10.235,30.340999999999998
203,203,10.26,24.29300000000001
204,204,10.285,20.636
205,205,10.36,28.180999999999997
206,206,10.385,22.215999999999998
207,207,10.485,13.52
208,208,10.511,0.0
209,209,10.561,22.75800000000001
210,210,10.661,26.927
211,211,10.710999999999999,24.941999999999997
212,212,10.735999999999999,15.638
213,213,10.761,23.688000000000002
214,214,10.886,30.483
215,215,10.960999999999999,31.153000000000002
216,216,10.985999999999999,27.688000000000002
217,217,11.011,28.451999999999998
218,218,11.036,28.221
219,219,11.110999999999999,31.336
220,220,11.161,29.601
221,221,11.210999999999999,31.53
222,222,11.286,34.693000000000005
223,223,11.311,40.224000000000004
224,224,11.335999999999999,33.589
225,225,11.360999999999999,38.184
226,226,11.386,38.635999999999996
227,227,11.612,31.214000000000002
228,228,11.662,41.486000000000004
229,229,11.687000000000001,42.485
230,230,11.737,38.552
231,231,11.787,36.787
232,232,11.812000000000001,31.84
233,233,11.862,41.692
234,234,11.937000000000001,51.681000000000004
235,235,11.962,37.294000000000004
236,236,11.987,47.268
237,237,12.037,39.584
238,238,12.162,41.599
239,239,12.187000000000001,45.056000000000004
240,240,12.212,43.198
241,241,12.262,46.136
242,242,12.287,43.45399999999999
243,243,12.337,47.282
244,244,12.362,40.519
245,245,12.387,37.159
246,246,12.412,52.952
247,247,12.462,44.745
248,248,12.487,44.735
249,249,12.538,44.801
250,250,12.562999999999999,42.33600000000001
251,251,12.588,54.07899999999999
252,252,12.613,51.471000000000004
253,253,12.663,44.88
254,254,12.713,51.148999999999994
255,255,12.738,47.343999999999994
256,256,12.788,50.658
257,257,12.863,47.787
258,258,12.888,53.95399999999999
259,259,12.963,53.28100000000001
260,260,12.988,49.79600000000001
261,261,13.038,58.168
262,262,13.263,62.83
263,263,13.312999999999999,59.735
264,264,13.338,64.541
265,265,13.388,62.315
266,266,13.437999999999999,65.605
267,267,13.539000000000001,65.889
268,268,13.564,63.383
269,269,13.714,61.126999999999995
270,270,13.739,63.265
271,271,13.939,63.91
272,272,13.964,68.232
273,273,13.989,65.596
274,274,14.014000000000001,69.24
275,275,14.039000000000001,66.55
276,276,14.139000000000001,66.596
277,277,14.189,67.263
278,278,14.264000000000001,67.512
279,279,14.289000000000001,68.616
280,280,14.339,65.642
281,281,14.364,76.551
282,282,14.389000000000001,64.221
283,283,14.489,71.763
284,284,14.54,73.652
285,285,14.59,67.26899999999999
286,286,14.615,72.016
287,287,14.64,79.586
288,288,14.715,78.499
289,289,14.74,69.699
290,290,14.765,82.147
291,291,14.84,75.46600000000002
292,292,14.865,72.135
293,293,15.065,73.911
294,294,15.115,78.28399999999998
295,295,15.14,77.725
296,296,15.165,69.248
297,297,15.19,77.164
298,298,15.215,80.183
299,299,15.24,71.78699999999998
300,300,15.265,80.39
301,301,15.315,87.23
302,302,15.34,78.987
303,303,15.415,83.251
304,304,15.465,80.418
305,305,15.49,78.528
306,306,15.540999999999999,85.891
307,307,15.591,81.23899999999998
308,308,15.665999999999999,86.288
309,309,15.716,87.285
310,310,15.741,79.72
311,311,15.765999999999998,84.133
312,312,15.815999999999999,87.741
313,313,15.915999999999999,78.991
314,314,15.991,78.994
315,315,16.041,78.632
316,316,16.066,86.611
317,317,16.090999999999998,90.412
318,318,16.191,85.17299999999999
319,319,16.241,87.19200000000002
320,320,16.291,85.999
321,321,16.366,88.042
322,322,16.441,89.134
323,323,16.465999999999998,96.59200000000001
324,324,16.567,87.663
325,325,16.592,92.99700000000001
326,326,16.617,97.274
327,327,16.667,92.75299999999999
328,328,16.692,89.527
329,329,16.717,93.698
330,330,16.792,90.171
331,331,16.842,97.53200000000001
332,332,16.917,90.76100000000001
333,333,16.942,94.925
334,334,16.967,95.59299999999999
335,335,16.992,91.80799999999999
336,336,17.017,91.491
337,337,17.067,94.09299999999999
338,338,17.117,91.27
339,339,17.142,95.62200000000001
340,340,17.167,0.0
341,341,17.267,100.831
342,342,17.317,96.97
343,343,17.342,89.613
344,344,17.367,91.206
345,345,17.417,95.396
346,346,17.442,85.53299999999999
347,347,17.467,100.889
348,348,17.492,91.125
349,349,17.518,87.73100000000002
350,350,17.543,90.435
351,351,17.567999999999998,89.569
352,352,17.593,90.14200000000001
353,353,17.618,93.38
354,354,17.643,102.322
355,355,17.793,100.429
356,356,17.817999999999994,93.105
357,357,17.843,91.27
358,358,17.893,90.546
359,359,18.043,91.49
360,360,18.067999999999998,97.427
361,361,18.093,89.789
362,362,18.218,87.98
363,363,18.268,90.751
364,364,18.317999999999998,99.09
365,365,18.368,98.54
366,366,18.393,98.855
367,367,18.418,99.214
368,368,18.519000000000002,93.76899999999999
369,369,18.544,104.161
370,370,18.594,100.485
371,371,18.619,99.242
372,372,18.694000000000006,96.05799999999999
373,373,18.744,96.64200000000001
374,374,18.769000000000002,102.44
375,375,18.794,96.054
376,376,18.844,92.655
377,377,18.869,87.986
378,378,18.919,89.04700000000004
379,379,18.944000000000006,98.07799999999999
380,380,18.994,100.14200000000001
381,381,19.044,102.36399999999999
382,382,19.069000000000006,100.287
383,383,19.094,97.148
384,384,19.169,103.387
385,385,19.194000000000006,100.428
386,386,19.269000000000002,96.725
387,387,19.444000000000006,100.37200000000001
388,388,19.545,98.272
389,389,19.57,94.85
390,390,19.595,92.20299999999999
391,391,19.62,91.501
392,392,19.645,92.461
393,393,19.67,96.544
394,394,19.695,97.17299999999999
395,395,19.72,103.62899999999999
396,396,19.77,92.61
397,397,19.795,94.78
398,398,19.82,94.071
399,399,19.845,104.18799999999999
400,400,19.895,94.48899999999999
401,401,19.945,99.47200000000001
402,402,19.97,98.79
403,403,20.045,99.697
404,404,20.095,0.0
405,405,20.12,89.07799999999996
406,406,20.145,99.029
407,407,20.17,96.963
408,408,20.22,101.507
409,409,20.27,95.012
410,410,20.295,107.584
411,411,20.32,100.699
412,412,20.345,104.258
413,413,20.47,101.27
414,414,20.521,94.98
415,415,20.570999999999998,103.405
416,416,20.646,112.36200000000001
417,417,20.671,99.537
418,418,20.771,96.34100000000001
419,419,20.796,94.21600000000001
420,420,20.871,108.485
421,421,21.046,99.103
422,422,21.070999999999998,96.348
423,423,21.121,101.212
424,424,21.320999999999998,98.682
425,425,21.396,88.544
426,426,21.421,101.721
427,427,21.445999999999998,100.93700000000001
428,428,21.471,97.671
429,429,21.496,89.713
430,430,21.622,103.43299999999999
431,431,21.671999999999997,106.208
432,432,21.721999999999998,97.79700000000001
433,433,21.822,103.26799999999999
434,434,21.846999999999998,103.92200000000001
435,435,21.921999999999997,104.052
436,436,22.022,104.516
437,437,22.072,99.46
438,438,22.147,102.281
439,439,22.221999999999998,96.65
440,440,22.247,93.931
441,441,22.272,93.56700000000001
442,442,22.296999999999997,101.19
443,443,22.322,100.206
444,444,22.346999999999998,97.803
445,445,22.421999999999997,99.35700000000001
446,446,22.471999999999998,103.306
447,447,22.497,109.932
448,448,22.523000000000003,97.256
449,449,22.623,100.55799999999999
450,450,22.673000000000002,100.698
451,451,22.72300000000001,93.964
452,452,22.773000000000003,102.544
453,453,22.798000000000002,98.06700000000001
454,454,22.823,101.34200000000001
455,455,22.873,100.54899999999999
456,456,22.998,0.0
457,457,23.023000000000003,101.30799999999999
458,458,23.123,101.654
459,459,23.22300000000001,102.462
460,460,23.248,104.655
461,461,23.273000000000003,113.556
462,462,23.298000000000002,96.337
463,463,23.323,98.279
464,464,23.34800000000001,108.167
465,465,23.373,104.977
466,466,23.423000000000002,97.523
467,467,23.47300000000001,94.867
468,468,23.498,93.527
469,469,23.549,98.066
470,470,23.574,101.12
471,471,23.599,100.311
472,472,23.624000000000002,102.64399999999999
473,473,23.699,91.88
474,474,23.724,96.986
475,475,23.799,94.671
476,476,23.824,97.334
477,477,23.849,100.322
478,478,23.899,100.089
479,479,23.949,95.36399999999999
480,480,23.974,94.27
481,481,24.024,105.992
482,482,24.049,93.524
483,483,24.174,95.869
484,484,24.199,101.419
485,485,24.249000000000002,103.7
486,486,24.299,93.694
487,487,24.349,93.07799999999999
488,488,24.374000000000002,98.223
489,489,24.399,95.117
490,490,24.499000000000002,0.0
491,491,24.525,0.0
492,492,24.575,0.0
493,493,24.65,0.0
494,494,24.75,0.0
495,495,24.775,0.0
496,496,24.85,0.0
497,497,24.875,0.0
498,498,24.95,0.0
499,499,25.0,0.0
